18.08.2025,22:00,Dubrovnik
18.08.2025,12:00,Sarajevo
19.08.2025,22:00,Sarajevo
19.08.2025,12:00,Milan
20.08.2025,22:00,Milan
20.08.2025,12:00,Barcelona
21.08.2025,22:00,Barcelona
21.08.2025,12:00,Madrid
22.08.2025,22:00,Madrid
22.08.2025,12:00,Berlin
23.08.2025,22:00,Berlin
23.08.2025,12:00,Amsterdam
24.08.2025,22:00,Amsterdam
24.08.2025,12:00,Brussels
25.08.2025,22:00,Brussels
25.08.2025,12:00,London
26.08.2025,22:00,London
26.08.2025,12:00,Copenhagen
27.08.2025,22:00,Copenhagen
27.08.2025,12:00,Stockholm
28.08.2025,22:00,Stockholm
28.08.2025,12:00,Helsinki
29.08.2025,22:00,Helsinki
29.08.2025,12:00,Tallinn
30.08.2025,22:00,Tallinn
30.08.2025,12:00,Vilnius
31.08.2025,22:00,Vilnius
31.08.2025,12:00,Tromsø
01.09.2025,22:00,Tromsø
01.09.2025,12:00,Moscow
02.09.2025,22:00,Moscow
02.09.2025,12:00,Kyiv
03.09.2025,22:00,Kyiv
03.09.2025,12:00,Chicago
04.09.2025,22:00,Chicago
04.09.2025,12:00,Los Angeles
