9.01.2026,16:00,Shanghai
9.01.2026,14:00,Milan
9.01.2026,18:00,Rome
9.01.2026,22:00,Budapest
9.01.2026,22:00,Buenos Aires
10.01.2026,12:00,Izmir
10.01.2026,16:00,Antalya
10.01.2026,20:00,Istanbul
10.01.2026,22:00,Porto
10.01.2026,22:00,Toronto
11.01.2026,12:00,Sofia
11.01.2026,16:00,Bucharest
11.01.2026,18:00,London
11.01.2026,22:00,Glasgow
11.01.2026,22:00,Nashville
12.01.2026,12:00,Berlin
12.01.2026,16:00,Barcelona
12.01.2026,20:00,Paris
12.01.2026,20:00,São Paulo
13.01.2026,12:00,Singapore
13.01.2026,12:00,Madrid
13.01.2026,18:00,Johannesburg
13.01.2026,22:00,Amsterdam
13.01.2026,22:00,Seattle
14.01.2026,12:00,Stockholm
14.01.2026,16:00,Brussels
14.01.2026,16:00,New York
14.01.2026,22:00,Montreal
15.01.2026,16:00,Tokyo
15.01.2026,14:00,Ankara
15.01.2026,18:00,Moscow
15.01.2026,22:00,Kyiv
15.01.2026,20:00,Chicago
16.01.2026,14:00,Jakarta
16.01.2026,14:00,Vilnius
16.01.2026,18:00,Helsinki
16.01.2026,22:00,Tallinn
16.01.2026,16:00,Los Angeles
16.01.2026,22:00,Mexico City
17.01.2026,12:00,Baku
17.01.2026,14:00,Warsaw
17.01.2026,18:00,Tromsø
17.01.2026,22:00,Copenhagen
18.01.2026,14:00,Melbourne
18.01.2026,16:00,Manila
18.01.2026,14:00,Dubrovnik
18.01.2026,18:00,Belgrade
18.01.2026,22:00,Sarajevo

